rank,industry,product_name,brand,price,user_rating,user_reviews,category,price_band,rating_tier
571,Skincare,Stick Cream Blush,Anastasia Beverly Hills,32.0,4.6228,729,Makeup,Mid ($26-50),Top Rated (4.5-5)
572,Skincare,Norvina Pro Pigment Palette Vol. 2 for Face & Body,Anastasia Beverly Hills,60.0,4.5,116,Makeup,Premium ($51-100),Top Rated (4.5-5)
573,Skincare,Norvina Pro Pigment Palette Vol. 4 for Face & Body,Anastasia Beverly Hills,60.0,4.5069,144,Makeup,Premium ($51-100),Top Rated (4.5-5)
574,Skincare,Magic Touch Concealer,Anastasia Beverly Hills,29.0,4.551,2717,Makeup,Mid ($26-50),Top Rated (4.5-5)
575,Skincare,Highlighting Duo Pencil,Anastasia Beverly Hills,23.0,4.4611,501,Makeup,Budget ($0-25),Top Rated (4.5-5)
576,Skincare,Cream Bronzer,Anastasia Beverly Hills,35.0,4.5417,707,Makeup,Mid ($26-50),Top Rated (4.5-5)
577,Skincare,Norvina Pro Pigment Palette Vol. 5 for Face & Body,Anastasia Beverly Hills,60.0,4.8206,457,Makeup,Premium ($51-100),Top Rated (4.5-5)
578,Skincare,Contour & Highlight Stick,Anastasia Beverly Hills,25.0,3.8262,351,Makeup,Budget ($0-25),Average (3-3.9)
579,Skincare,Classic Stencils,Anastasia Beverly Hills,20.0,3.4681,658,Tools & Brushes,Budget ($0-25),Average (3-3.9)
580,Skincare,Lip Primer,Anastasia Beverly Hills,16.0,4.1481,270,Makeup,Budget ($0-25),Good (4-4.4)
581,Skincare,Norvina Mini Pro Pigment Palette Vol. 2 for Face & Body,Anastasia Beverly Hills,29.0,4.3269,364,Makeup,Mid ($26-50),Good (4-4.4)
582,Skincare,Waterproof Crème Color,Anastasia Beverly Hills,18.0,3.4277,346,Makeup,Budget ($0-25),Average (3-3.9)
583,Skincare,Tweezers,Anastasia Beverly Hills,28.0,4.4991,527,Tools & Brushes,Mid ($26-50),Top Rated (4.5-5)
584,Skincare,Brow Freeze Applicator,Anastasia Beverly Hills,17.0,4.2,290,Makeup,Budget ($0-25),Good (4-4.4)
585,Skincare,Insta Brow Set,Anastasia Beverly Hills,25.0,3.8846,26,Makeup,Budget ($0-25),Average (3-3.9)
586,Skincare,Norvina Mini Pro Pigment Palette Vol. 3 for Face & Body,Anastasia Beverly Hills,29.0,4.4737,114,Mini Size,Mid ($26-50),Top Rated (4.5-5)
587,Skincare,Loose Setting Powder,Anastasia Beverly Hills,38.0,4.534,824,Makeup,Mid ($26-50),Top Rated (4.5-5)
588,Skincare,Baomint Deep Conditioning Treatment,adwoa beauty,39.0,4.5273,311,Hair,Mid ($26-50),Top Rated (4.5-5)
589,Skincare,Blue Tansy Reparative Mask,adwoa beauty,40.0,4.7581,492,Hair,Mid ($26-50),Top Rated (4.5-5)
590,Skincare,Baomint Leave In Conditioning Styler,adwoa beauty,26.0,4.3472,144,Hair,Mid ($26-50),Good (4-4.4)
591,Skincare,Blue Tansy Leave in Conditioning Styler,adwoa beauty,26.0,4.5762,210,Hair,Mid ($26-50),Top Rated (4.5-5)
592,Skincare,Baomint Moisturizing Shampoo,adwoa beauty,24.0,4.1324,136,Hair,Budget ($0-25),Good (4-4.4)
593,Skincare,Blue Tansy Clarifying Gel Shampoo,adwoa beauty,25.0,4.3109,193,Hair,Budget ($0-25),Good (4-4.4)
594,Skincare,Melonberry Hair Milk Leave-In Conditioner,adwoa beauty,24.0,4.3826,1265,Hair,Budget ($0-25),Good (4-4.4)
595,Skincare,Baomint Protect + Shine Oil Blend,adwoa beauty,24.0,4.5359,237,Hair,Budget ($0-25),Top Rated (4.5-5)
596,Skincare,Baomint Moisturizing Curl Defining Cream,adwoa beauty,32.0,4.5635,252,Hair,Mid ($26-50),Top Rated (4.5-5)
597,Skincare,Blue Tansy Treatment Serum,adwoa beauty,36.0,4.6465,215,Hair,Mid ($26-50),Top Rated (4.5-5)
598,Skincare,Baomint Moisturizing Curl Defining Gel,adwoa beauty,32.0,4.4188,234,Hair,Mid ($26-50),Top Rated (4.5-5)
599,Skincare,Blue Tansy Reparative Conditioner,adwoa beauty,25.0,4.3495,186,Hair,Budget ($0-25),Good (4-4.4)
600,Skincare,Mini Baomint Deep Conditioning Treatment,adwoa beauty,15.0,4.2,5,Hair,Budget ($0-25),Good (4-4.4)
601,Skincare,Mini Baomint Deluxe Travel Kit,adwoa beauty,56.0,4.7283,173,Hair,Premium ($51-100),Top Rated (4.5-5)
602,Skincare,Melt Moisturizer with Bakuchiol and Squalane,alpyn beauty,60.0,4.514,465,Skincare,Premium ($51-100),Top Rated (4.5-5)
603,Skincare,Wild Huckleberry 8-Acid Polishing Peel Mask,alpyn beauty,56.0,4.6801,347,Skincare,Premium ($51-100),Top Rated (4.5-5)
604,Skincare,Wild Nettle & Niacinamide Instant Firming Serum,alpyn beauty,58.0,4.7631,287,Skincare,Premium ($51-100),Top Rated (4.5-5)
605,Skincare,Line-Filling Eye Cream with Bakuchiol and Caffeine,alpyn beauty,62.0,4.3206,262,Skincare,Premium ($51-100),Good (4-4.4)
606,Skincare,Juneberry & Collagen Hydrating Cold Cream Cleanser,alpyn beauty,39.0,4.895,238,Skincare,Mid ($26-50),Top Rated (4.5-5)
607,Skincare,Triple Vitamin C Brightening Bounce Cream Moisturizer,alpyn beauty,49.0,4.5422,225,Skincare,Mid ($26-50),Top Rated (4.5-5)
608,Skincare,Creamy Bubbling Cleanser with Vitamin C & AHAs,alpyn beauty,36.0,4.3832,167,Skincare,Mid ($26-50),Good (4-4.4)
609,Skincare,Vitamin C & Bearberry Instant Glow Serum,alpyn beauty,59.0,4.503,167,Skincare,Premium ($51-100),Top Rated (4.5-5)
610,Skincare,Willow & Sweet Agave Plumping Lip Mask,alpyn beauty,28.0,4.5405,148,Skincare,Mid ($26-50),Top Rated (4.5-5)
611,Skincare,Pore Perfecting Liquid Exfoliator with 2% BHA + Borage,alpyn beauty,39.0,4.9231,91,Skincare,Mid ($26-50),Top Rated (4.5-5)
612,Skincare,Mini Melt Moisturizer with Bakuchiol and Squalane,alpyn beauty,25.0,4.5806,31,Skincare,Budget ($0-25),Top Rated (4.5-5)
613,Skincare,Mini Wild Huckleberry 8-Acid Polishing Peel Mask,alpyn beauty,23.0,4.85,20,Mini Size,Budget ($0-25),Top Rated (4.5-5)
614,Skincare,Peel and Plump Skin-Smoothing Duo,alpyn beauty,49.0,4.8889,18,Skincare,Mid ($26-50),Top Rated (4.5-5)
615,Skincare,Soulfood Nourishing Hair Mask,amika,32.0,4.4028,1621,Hair,Mid ($26-50),Top Rated (4.5-5)
616,Skincare,Perk Up Talc-Free Dry Shampoo,amika,28.0,4.4057,2179,Hair,Mid ($26-50),Top Rated (4.5-5)
617,Skincare,Dream Routine Overnight Hydrating Hair Mask,amika,32.0,4.5027,561,Hair,Mid ($26-50),Top Rated (4.5-5)
618,Skincare,Mini Soulfood Nourishing Mask,amika,18.0,4.0766,235,Mini Size,Budget ($0-25),Good (4-4.4)
619,Skincare,The Kure Intense Bond Repair Hair Mask,amika,40.0,4.5346,159,Hair,Mid ($26-50),Top Rated (4.5-5)
620,Skincare,Hydro Rush Intense Moisture Leave-In Conditioner with Hyaluronic Acid,amika,28.0,4.6388,335,Hair,Mid ($26-50),Top Rated (4.5-5)
621,Skincare,Un.Done Volume and Matte Texture Spray,amika,29.0,4.2243,749,Hair,Mid ($26-50),Good (4-4.4)
622,Skincare,High Tide Deep Wave Hair Crimper,amika,120.0,4.0,176,Hair,Luxury ($101-250),Good (4-4.4)
623,Skincare,The Kure Bond Repair Conditioner for Damaged Hair,amika,28.0,4.3292,161,Hair,Mid ($26-50),Good (4-4.4)
624,Skincare,Good Vibes Only + Hydration + Repair Hair Mask Set,amika,39.0,5.0,17,Hair,Mid ($26-50),Top Rated (4.5-5)
625,Skincare,The Closer Instant Split-end Hair Repair Cream,amika,28.0,4.3739,115,Hair,Mid ($26-50),Good (4-4.4)
626,Skincare,Hair Blow Dryer Brush 2.0,amika,100.0,3.28,125,Hair,Premium ($51-100),Average (3-3.9)
627,Skincare,Bust Your Brass Cool Blonde Purple Intense Repair Hair Mask,amika,40.0,4.5556,144,Hair,Mid ($26-50),Top Rated (4.5-5)
628,Skincare,Normcore Sulfate Free Shampoo,amika,23.0,3.3309,139,Hair,Budget ($0-25),Average (3-3.9)
629,Skincare,Flash Instant Shine Hair Gloss Mask,amika,28.0,4.4352,108,Hair,Mid ($26-50),Top Rated (4.5-5)
630,Skincare,Plus Size Volume & Body Mousse,amika,30.0,4.2588,85,Hair,Mid ($26-50),Good (4-4.4)
631,Skincare,Normcore Hydrating Conditioner,amika,23.0,3.6875,64,Hair,Budget ($0-25),Average (3-3.9)
632,Skincare,Curl Corps Curl Defining Cream,amika,28.0,4.1951,82,Hair,Mid ($26-50),Good (4-4.4)
633,Skincare,The Wizard Detangling Hair Primer,amika,29.0,4.3538,65,Hair,Mid ($26-50),Good (4-4.4)
634,Skincare,Mini Un.Done Volume and Matte Texture Spray,amika,10.0,3.9412,17,Mini Size,Budget ($0-25),Good (4-4.4)
635,Skincare,Water Sign Hydrating Hair Oil with Hyaluronic Acid,amika,32.0,3.8,45,Hair,Mid ($26-50),Average (3-3.9)
636,Skincare,Perk Up Plus Extended Clean Dry Shampoo,amika,30.0,3.8358,67,Hair,Mid ($26-50),Average (3-3.9)
637,Skincare,Velveteen Dream Anti-Frizz Smoothing Conditioner,amika,28.0,3.62,50,Hair,Mid ($26-50),Average (3-3.9)
638,Skincare,Hydro Rush Intense Moisture Shampoo with Hyaluronic Acid,amika,26.0,3.8838,198,Hair,Mid ($26-50),Average (3-3.9)
639,Skincare,Polished Perfection Thermal Straightening Brush 2.0,amika,98.0,3.9502,201,Hair,Premium ($51-100),Good (4-4.4)
640,Skincare,Curl Corps Curl Enhancing Hair Gel,amika,28.0,4.2192,73,Hair,Mid ($26-50),Good (4-4.4)
641,Skincare,Top Gloss Hair Shine Spray,amika,29.0,4.16,25,Hair,Mid ($26-50),Good (4-4.4)
642,Skincare,The Kure Multi-Task Repair Treatment,amika,30.0,4.6923,52,Hair,Mid ($26-50),Top Rated (4.5-5)
643,Skincare,Hydro Rush Intense Moisture Conditioner with Hyaluronic Acid,amika,26.0,3.9158,190,Hair,Mid ($26-50),Good (4-4.4)
644,Skincare,Vault Sulfate Free Shampoo for Color-Treated Hair,amika,23.0,3.5507,69,Hair,Budget ($0-25),Average (3-3.9)
645,Skincare,Brooklyn Bombshell Blowout Spray,amika,28.0,3.8214,28,Hair,Mid ($26-50),Average (3-3.9)
646,Skincare,Bust Your Brass Blonde Purple Conditioner,amika,28.0,4.2941,51,Hair,Mid ($26-50),Good (4-4.4)
647,Skincare,The Kure Bond Repair Shampoo for Damaged Hair,amika,28.0,4.2951,61,Hair,Mid ($26-50),Good (4-4.4)
648,Skincare,Hydro Rush and Dream Routine Hair Hydration Set,amika,58.0,3.625,16,Hair,Premium ($51-100),Average (3-3.9)
649,Skincare,Vault Conditioner for Color-Treated Hair,amika,23.0,3.6429,42,Hair,Budget ($0-25),Average (3-3.9)
650,Skincare,Fadeblock Pre-Shampoo Color Seal,amika,26.0,4.3033,122,Hair,Mid ($26-50),Good (4-4.4)
651,Skincare,Power Hour Curl Refreshing Spray,amika,28.0,3.4,10,Hair,Mid ($26-50),Average (3-3.9)
652,Skincare,Reset Exfoliating Jelly Scalp Scrub,amika,28.0,4.4,10,Hair,Mid ($26-50),Good (4-4.4)
653,Skincare,Double Agent 2-in-1 Straightening Blow Dryer Brush,amika,120.0,4.3103,116,Hair,Luxury ($101-250),Good (4-4.4)
654,Skincare,3D Volume and Thickening Shampoo,amika,26.0,3.4615,13,Hair,Mid ($26-50),Average (3-3.9)
655,Skincare,3D Daily Leave-In Hair Thickening Treatment,amika,38.0,4.6667,3,Hair,Mid ($26-50),Top Rated (4.5-5)
656,Skincare,High Tide Deep Waver Jumbo,amika,120.0,4.4318,44,Hair,Luxury ($101-250),Top Rated (4.5-5)
657,Skincare,Mini Perk Up Talc-Free Dry Shampoo,amika,15.0,3.4286,7,Hair,Budget ($0-25),Average (3-3.9)
658,Skincare,Mini Perk Up Plus Extended Clean Dry Shampoo,amika,16.0,4.375,8,Hair,Budget ($0-25),Good (4-4.4)
659,Skincare,Illuminati Diamond Ceramic Flat Iron,amika,120.0,3.5172,29,Hair,Luxury ($101-250),Average (3-3.9)
660,Skincare,Bust Your Brass Blonde Purple Shampoo,amika,28.0,4.1053,19,Hair,Mid ($26-50),Good (4-4.4)
661,Skincare,The Conductor 1 Inch Precision Germanium Flat Iron,amika,150.0,3.0526,38,Hair,Luxury ($101-250),Average (3-3.9)
662,Skincare,The CEO 360° Lightweight Powerhouse Hair Dryer,amika,200.0,4.3214,28,Hair,Luxury ($101-250),Good (4-4.4)
663,Skincare,3D Volume and Thickening Conditioner,amika,40.0,2.3333,9,Hair,Mid ($26-50),Low (1-2.9)
664,,Kasbah Eau de Parfum,19-69,195.0,4.4762,21,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
665,,Kasbah Eau de Parfum,19-69,195.0,4.4762,21,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
666,,Kasbah Eau de Parfum,19-69,195.0,4.4762,21,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
667,,Rainbow Bar Eau de Parfum,19-69,195.0,4.25,16,Fragrance,Luxury ($101-250),Good (4-4.4)
668,,Rainbow Bar Eau de Parfum,19-69,195.0,4.25,16,Fragrance,Luxury ($101-250),Good (4-4.4)
669,,Rainbow Bar Eau de Parfum,19-69,195.0,4.25,16,Fragrance,Luxury ($101-250),Good (4-4.4)
670,,La Habana Eau de Parfum,19-69,195.0,4.1538,13,Fragrance,Luxury ($101-250),Good (4-4.4)
671,,La Habana Eau de Parfum,19-69,195.0,4.1538,13,Fragrance,Luxury ($101-250),Good (4-4.4)
672,,La Habana Eau de Parfum,19-69,195.0,4.1538,13,Fragrance,Luxury ($101-250),Good (4-4.4)
673,,Invisible Post Eau de Parfum,19-69,195.0,3.625,8,Fragrance,Luxury ($101-250),Average (3-3.9)
674,,Invisible Post Eau de Parfum,19-69,195.0,3.625,8,Fragrance,Luxury ($101-250),Average (3-3.9)
675,,Invisible Post Eau de Parfum,19-69,195.0,3.625,8,Fragrance,Luxury ($101-250),Average (3-3.9)
676,,Capri Eau de Parfum,19-69,195.0,3.5714,7,Fragrance,Luxury ($101-250),Average (3-3.9)
677,,Capri Eau de Parfum,19-69,195.0,3.5714,7,Fragrance,Luxury ($101-250),Average (3-3.9)
678,,Capri Eau de Parfum,19-69,195.0,3.5714,7,Fragrance,Luxury ($101-250),Average (3-3.9)
679,,Purple Haze Eau de Parfum,19-69,195.0,3.2308,13,Fragrance,Luxury ($101-250),Average (3-3.9)
680,,Purple Haze Eau de Parfum,19-69,195.0,3.2308,13,Fragrance,Luxury ($101-250),Average (3-3.9)
681,,Purple Haze Eau de Parfum,19-69,195.0,3.2308,13,Fragrance,Luxury ($101-250),Average (3-3.9)
682,,L'air Barbes Eau de Parfum,19-69,195.0,3.0,4,Fragrance,Luxury ($101-250),Average (3-3.9)
683,,L'air Barbes Eau de Parfum,19-69,195.0,3.0,4,Fragrance,Luxury ($101-250),Average (3-3.9)
684,,L'air Barbes Eau de Parfum,19-69,195.0,3.0,4,Fragrance,Luxury ($101-250),Average (3-3.9)
685,,Kasbah Eau de Parfum Travel Spray,19-69,30.0,4.4762,21,Fragrance,Mid ($26-50),Top Rated (4.5-5)
686,,Kasbah Eau de Parfum Travel Spray,19-69,30.0,4.4762,21,Fragrance,Mid ($26-50),Top Rated (4.5-5)
687,,Kasbah Eau de Parfum Travel Spray,19-69,30.0,4.4762,21,Fragrance,Mid ($26-50),Top Rated (4.5-5)
688,,Rainbow Bar Eau de Parfum Travel Spray,19-69,30.0,4.25,16,Fragrance,Mid ($26-50),Good (4-4.4)
689,,Rainbow Bar Eau de Parfum Travel Spray,19-69,30.0,4.25,16,Fragrance,Mid ($26-50),Good (4-4.4)
690,,Rainbow Bar Eau de Parfum Travel Spray,19-69,30.0,4.25,16,Fragrance,Mid ($26-50),Good (4-4.4)
691,,Fragrance Discovery Set,19-69,35.0,3.6364,11,Fragrance,Mid ($26-50),Average (3-3.9)
692,,Fragrance Discovery Set,19-69,35.0,3.6364,11,Fragrance,Mid ($26-50),Average (3-3.9)
693,,Fragrance Discovery Set,19-69,35.0,3.6364,11,Fragrance,Mid ($26-50),Average (3-3.9)
694,,Invisible Post Eau de Parfum Travel Spray,19-69,30.0,3.625,8,Fragrance,Mid ($26-50),Average (3-3.9)
695,,Invisible Post Eau de Parfum Travel Spray,19-69,30.0,3.625,8,Fragrance,Mid ($26-50),Average (3-3.9)
696,,Invisible Post Eau de Parfum Travel Spray,19-69,30.0,3.625,8,Fragrance,Mid ($26-50),Average (3-3.9)
697,,Capri Eau de Parfum Travel Spray,19-69,30.0,3.5714,7,Fragrance,Mid ($26-50),Average (3-3.9)
698,,Capri Eau de Parfum Travel Spray,19-69,30.0,3.5714,7,Fragrance,Mid ($26-50),Average (3-3.9)
699,,Capri Eau de Parfum Travel Spray,19-69,30.0,3.5714,7,Fragrance,Mid ($26-50),Average (3-3.9)
700,,Purple Haze Eau de Parfum Travel Spray,19-69,30.0,3.2308,13,Fragrance,Mid ($26-50),Average (3-3.9)
701,,Purple Haze Eau de Parfum Travel Spray,19-69,30.0,3.2308,13,Fragrance,Mid ($26-50),Average (3-3.9)
702,,Purple Haze Eau de Parfum Travel Spray,19-69,30.0,3.2308,13,Fragrance,Mid ($26-50),Average (3-3.9)
703,,L'air Barbes Eau de Parfum Travel Spray,19-69,30.0,3.0,4,Fragrance,Mid ($26-50),Average (3-3.9)
704,,L'air Barbes Eau de Parfum Travel Spray,19-69,30.0,3.0,4,Fragrance,Mid ($26-50),Average (3-3.9)
705,,L'air Barbes Eau de Parfum Travel Spray,19-69,30.0,3.0,4,Fragrance,Mid ($26-50),Average (3-3.9)
706,,Fragrance Discovery Set,19-69,35.0,3.6364,11,Fragrance,Mid ($26-50),Average (3-3.9)
707,,La Habana Eau de Parfum,19-69,195.0,4.1538,13,Fragrance,Luxury ($101-250),Good (4-4.4)
708,,Rainbow Bar Eau de Parfum,19-69,195.0,4.25,16,Fragrance,Luxury ($101-250),Good (4-4.4)
709,,Kasbah Eau de Parfum,19-69,195.0,4.4762,21,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
710,,Purple Haze Eau de Parfum,19-69,195.0,3.2308,13,Fragrance,Luxury ($101-250),Average (3-3.9)
711,,Kasbah Eau de Parfum Travel Spray,19-69,30.0,4.4762,21,Fragrance,Mid ($26-50),Top Rated (4.5-5)
712,,Purple Haze Eau de Parfum Travel Spray,19-69,30.0,3.2308,13,Fragrance,Mid ($26-50),Average (3-3.9)
713,,Invisible Post Eau de Parfum,19-69,195.0,3.625,8,Fragrance,Luxury ($101-250),Average (3-3.9)
714,,Capri Eau de Parfum,19-69,195.0,3.5714,7,Fragrance,Luxury ($101-250),Average (3-3.9)
715,,Invisible Post Eau de Parfum Travel Spray,19-69,30.0,3.625,8,Fragrance,Mid ($26-50),Average (3-3.9)
716,,Rainbow Bar Eau de Parfum Travel Spray,19-69,30.0,4.25,16,Fragrance,Mid ($26-50),Good (4-4.4)
717,,Capri Eau de Parfum Travel Spray,19-69,30.0,3.5714,7,Fragrance,Mid ($26-50),Average (3-3.9)
718,,L'air Barbes Eau de Parfum,19-69,195.0,3.0,4,Fragrance,Luxury ($101-250),Average (3-3.9)
719,,L'air Barbes Eau de Parfum Travel Spray,19-69,30.0,3.0,4,Fragrance,Mid ($26-50),Average (3-3.9)
720,,Fragrance Discovery Set,19-69,35.0,3.6364,11,Fragrance,Mid ($26-50),Average (3-3.9)
721,,La Habana Eau de Parfum,19-69,195.0,4.1538,13,Fragrance,Luxury ($101-250),Good (4-4.4)
722,,Rainbow Bar Eau de Parfum,19-69,195.0,4.25,16,Fragrance,Luxury ($101-250),Good (4-4.4)
723,,Kasbah Eau de Parfum,19-69,195.0,4.4762,21,Fragrance,Luxury ($101-250),Top Rated (4.5-5)
724,,Purple Haze Eau de Parfum,19-69,195.0,3.2308,13,Fragrance,Luxury ($101-250),Average (3-3.9)
725,,Kasbah Eau de Parfum Travel Spray,19-69,30.0,4.4762,21,Fragrance,Mid ($26-50),Top Rated (4.5-5)
726,,Purple Haze Eau de Parfum Travel Spray,19-69,30.0,3.2308,13,Fragrance,Mid ($26-50),Average (3-3.9)
727,,Invisible Post Eau de Parfum,19-69,195.0,3.625,8,Fragrance,Luxury ($101-250),Average (3-3.9)
728,,Capri Eau de Parfum,19-69,195.0,3.5714,7,Fragrance,Luxury ($101-250),Average (3-3.9)
729,,Invisible Post Eau de Parfum Travel Spray,19-69,30.0,3.625,8,Fragrance,Mid ($26-50),Average (3-3.9)
730,,Rainbow Bar Eau de Parfum Travel Spray,19-69,30.0,4.25,16,Fragrance,Mid ($26-50),Good (4-4.4)
731,,Capri Eau de Parfum Travel Spray,19-69,30.0,3.5714,7,Fragrance,Mid ($26-50),Average (3-3.9)
732,,L'air Barbes Eau de Parfum,19-69,195.0,3.0,4,Fragrance,Luxury ($101-250),Average (3-3.9)
733,,L'air Barbes Eau de Parfum Travel Spray,19-69,30.0,3.0,4,Fragrance,Mid ($26-50),Average (3-3.9)
734,,Mini AFRICAN Beauty Butter- Intensive Dry Skin Treatment,54 Thrones,12.0,4.5175,143,Bath & Body,Budget ($0-25),Top Rated (4.5-5)
735,,Mini AFRICAN Beauty Butter- Intensive Dry Skin Treatment,54 Thrones,12.0,4.5175,143,Bath & Body,Budget ($0-25),Top Rated (4.5-5)
736,,Mini AFRICAN Beauty Butter- Intensive Dry Skin Treatment,54 Thrones,12.0,4.5175,143,Bath & Body,Budget ($0-25),Top Rated (4.5-5)
737,,AFRICAN Beauty Butter- Intensive Dry Skin Treatment,54 Thrones,38.0,4.3256,258,Bath & Body,Mid ($26-50),Good (4-4.4)
738,,AFRICAN Beauty Butter- Intensive Dry Skin Treatment,54 Thrones,38.0,4.3256,258,Bath & Body,Mid ($26-50),Good (4-4.4)
739,,AFRICAN Beauty Butter- Intensive Dry Skin Treatment,54 Thrones,38.0,4.3256,258,Bath & Body,Mid ($26-50),Good (4-4.4)
740,,African Beauty Butter Mini Gift Set,54 Thrones,29.0,3.561,41,Bath & Body,Mid ($26-50),Average (3-3.9)
741,,African Beauty Butter Mini Gift Set,54 Thrones,29.0,3.561,41,Bath & Body,Mid ($26-50),Average (3-3.9)
742,,African Beauty Butter Mini Gift Set,54 Thrones,29.0,3.561,41,Bath & Body,Mid ($26-50),Average (3-3.9)
743,,African Beauty Butter Collection Deluxe Tin,54 Thrones,80.0,4.2273,22,Bath & Body,Premium ($51-100),Good (4-4.4)
744,,African Beauty Butter Collection Deluxe Tin,54 Thrones,80.0,4.2273,22,Bath & Body,Premium ($51-100),Good (4-4.4)
745,,African Beauty Butter Collection Deluxe Tin,54 Thrones,80.0,4.2273,22,Bath & Body,Premium ($51-100),Good (4-4.4)
746,,AFRICAN Beauty Butter- Intensive Dry Skin Treatment,54 Thrones,38.0,4.3256,258,Bath & Body,Mid ($26-50),Good (4-4.4)
747,,African Beauty Butter Mini Gift Set,54 Thrones,29.0,3.561,41,Bath & Body,Mid ($26-50),Average (3-3.9)
748,,African Beauty Butter Collection Deluxe Tin,54 Thrones,80.0,4.2273,22,Bath & Body,Premium ($51-100),Good (4-4.4)
749,,Mini AFRICAN Beauty Butter- Intensive Dry Skin Treatment,54 Thrones,12.0,4.5175,143,Bath & Body,Budget ($0-25),Top Rated (4.5-5)
750,,AFRICAN Beauty Butter- Intensive Dry Skin Treatment,54 Thrones,38.0,4.3256,258,Bath & Body,Mid ($26-50),Good (4-4.4)
751,,African Beauty Butter Mini Gift Set,54 Thrones,29.0,3.561,41,Bath & Body,Mid ($26-50),Average (3-3.9)
752,,African Beauty Butter Collection Deluxe Tin,54 Thrones,80.0,4.2273,22,Bath & Body,Premium ($51-100),Good (4-4.4)
753,,Mini AFRICAN Beauty Butter- Intensive Dry Skin Treatment,54 Thrones,12.0,4.5175,143,Bath & Body,Budget ($0-25),Top Rated (4.5-5)
754,,ABBOTT Sampler Set,ABBOTT,26.0,4.8163,49,Fragrance,Mid ($26-50),Top Rated (4.5-5)
755,,ABBOTT Sampler Set,ABBOTT,26.0,4.8163,49,Fragrance,Mid ($26-50),Top Rated (4.5-5)
756,,ABBOTT Sampler Set,ABBOTT,26.0,4.8163,49,Fragrance,Mid ($26-50),Top Rated (4.5-5)
757,,Crescent Beach Perfume Travel Spray,ABBOTT,29.0,4.7778,9,Fragrance,Mid ($26-50),Top Rated (4.5-5)
758,,Crescent Beach Perfume Travel Spray,ABBOTT,29.0,4.7778,9,Fragrance,Mid ($26-50),Top Rated (4.5-5)
759,,Crescent Beach Perfume Travel Spray,ABBOTT,29.0,4.7778,9,Fragrance,Mid ($26-50),Top Rated (4.5-5)
760,,Mojave Perfume Travel Spray,ABBOTT,29.0,4.7143,7,Fragrance,Mid ($26-50),Top Rated (4.5-5)
761,,Mojave Perfume Travel Spray,ABBOTT,29.0,4.7143,7,Fragrance,Mid ($26-50),Top Rated (4.5-5)
762,,Mojave Perfume Travel Spray,ABBOTT,29.0,4.7143,7,Fragrance,Mid ($26-50),Top Rated (4.5-5)
763,,Big Sky Eau de Parfum Travel Spray,ABBOTT,28.0,4.25,4,Fragrance,Mid ($26-50),Good (4-4.4)
764,,Big Sky Eau de Parfum Travel Spray,ABBOTT,28.0,4.25,4,Fragrance,Mid ($26-50),Good (4-4.4)
765,,Big Sky Eau de Parfum Travel Spray,ABBOTT,28.0,4.25,4,Fragrance,Mid ($26-50),Good (4-4.4)
766,,Seqouia Eau de Parfum Travel Spray,ABBOTT,29.0,4.1667,6,Fragrance,Mid ($26-50),Good (4-4.4)
767,,Seqouia Eau de Parfum Travel Spray,ABBOTT,29.0,4.1667,6,Fragrance,Mid ($26-50),Good (4-4.4)
768,,Seqouia Eau de Parfum Travel Spray,ABBOTT,29.0,4.1667,6,Fragrance,Mid ($26-50),Good (4-4.4)
769,,The Cape Perfume Travel Spray,ABBOTT,29.0,3.8333,6,Fragrance,Mid ($26-50),Average (3-3.9)
770,,The Cape Perfume Travel Spray,ABBOTT,29.0,3.8333,6,Fragrance,Mid ($26-50),Average (3-3.9)
771,,The Cape Perfume Travel Spray,ABBOTT,29.0,3.8333,6,Fragrance,Mid ($26-50),Average (3-3.9)
772,,Montecito Perfume Travel Spray,ABBOTT,29.0,3.7143,7,Fragrance,Mid ($26-50),Average (3-3.9)
773,,Montecito Perfume Travel Spray,ABBOTT,29.0,3.7143,7,Fragrance,Mid ($26-50),Average (3-3.9)
774,,Montecito Perfume Travel Spray,ABBOTT,29.0,3.7143,7,Fragrance,Mid ($26-50),Average (3-3.9)
775,,Big Sky Eau de Parfum,ABBOTT,84.0,4.625,8,Fragrance,Premium ($51-100),Top Rated (4.5-5)
776,,Big Sky Eau de Parfum,ABBOTT,84.0,4.625,8,Fragrance,Premium ($51-100),Top Rated (4.5-5)
777,,Big Sky Eau de Parfum,ABBOTT,84.0,4.625,8,Fragrance,Premium ($51-100),Top Rated (4.5-5)
778,,Sequoia Perfume,ABBOTT,84.0,4.619,21,Fragrance,Premium ($51-100),Top Rated (4.5-5)
779,,Sequoia Perfume,ABBOTT,84.0,4.619,21,Fragrance,Premium ($51-100),Top Rated (4.5-5)
780,,Sequoia Perfume,ABBOTT,84.0,4.619,21,Fragrance,Premium ($51-100),Top Rated (4.5-5)
781,,The Cape Perfume,ABBOTT,84.0,4.6111,18,Fragrance,Premium ($51-100),Top Rated (4.5-5)
782,,The Cape Perfume,ABBOTT,84.0,4.6111,18,Fragrance,Premium ($51-100),Top Rated (4.5-5)
